LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
RAYGOZA,"3,080",1084,96.70%,9379,3186
ARZATE,"3,074",1085,96.20%,9361,3194
NERI,"3,073",1086,48.90%,5133,"6,280"
ZERMENO,"3,073",1086,94.30%,9200,3260
HENRY,"3,066",1088,1.90%,142,"161,392"
POWELL,"3,053",1089,1.40%,91,"216,553"
AGUIAR,"3,040",1090,43.30%,4616,"7,027"
PASILLAS,"3,032",1091,96.20%,9467,3151
MARINO,"3,030",1092,9.90%,1042,"30,735"
HINOJOS,"3,026",1093,92.70%,9187,3265
SIMMONS,"3,025",1094,1.50%,103,"201,650"
FONTANEZ,"3,025",1094,91.70%,9109,3298
PLACENCIA,"3,017",1096,92.10%,9154,3277
REAL,"3,012",1097,53.30%,5631,"5,654"
VIVEROS,"3,009",1098,93.70%,9314,3213
GUTIERRES,"3,008",1099,95.00%,9417,3167
COLEMAN,"3,004",1100,1.40%,102,"208,624"
VILLALBA,"3,004",1100,91.40%,9129,3285
ALMODOVAR,"3,003",1102,88.70%,8889,3387
WONG,"3,002",1103,3.00%,277,"99,392"
SOTOMAYOR,"2,994",1104,87.40%,8808,3424
ZURITA,"2,994",1104,92.80%,9287,3227
CELIS,"2,991",1106,82.00%,8343,3649
COSTA,"2,987",1107,8.50%,900,"35,227"
ADAMES,"2,985",1108,90.80%,9125,3288
MENDOSA,"2,976",1109,91.10%,9174,3268
GRANILLO,"2,965",1110,89.90%,9105,3299
MURRAY,"2,962",1111,1.70%,123,"178,414"
TRISTAN,"2,959",1112,83.90%,8586,3528
VALERO,"2,956",1113,81.50%,8377,3628
NOVOA,"2,954",1114,90.50%,9192,3263
GOTO,"2,945",1115,62.70%,6639,4695
ZACARIAS,"2,943",1116,90.30%,9200,3260
GLORIA,"2,941",1117,71.50%,7468,4112
SEDILLO,"2,932",1118,86.20%,8860,3400
GAMINO,"2,930",1119,90.00%,9215,3255
AVITIA,"2,922",1120,96.10%,9817,3041
TOLENTINO,"2,915",1121,38.00%,4271,7679
MARSHALL,"2,906",1122,1.60%,125,"177,213"
ALDERETE,"2,906",1122,90.00%,9279,3229
ATENCIO,"2,905",1124,73.90%,7794,3933
PALMER,"2,903",1125,1.90%,158,"150,407"
CARCAMO,"2,898",1126,92.90%,9567,3118
CERON,"2,898",1126,94.50%,9729,3066
BATRES,"2,897",1128,92.10%,9479,3146
BORRERO,"2,894",1129,86.60%,8994,3342
YANES,"2,891",1130,82.20%,8615,3516
CANAS,"2,890",1131,86.50%,9002,3340
LAUREANO,"2,889",1132,86.30%,8977,3349
HUERTAS,"2,878",1133,89.70%,9325,3209
LEYBA,"2,877",1134,79.50%,8396,3619
FELIPE,"2,876",1135,72.70%,7740,3958
CARILLO,"2,871",1136,71.80%,7680,3997
GRULLON,"2,869",1137,95.40%,9895,3008
ROSE,"2,865",1138,1.90%,168,"146,924"
ESPITIA,"2,865",1138,94.90%,9869,3018
JENKINS,"2,864",1140,1.30%,95,"213,737"
FRAIRE,"2,861",1141,92.60%,9654,3089
AMEZQUITA,"2,852",1142,96.50%,10059,2956
BARROSO,"2,847",1143,78.50%,8377,3628
CARBALLO,"2,847",1143,88.40%,9299,3222
ALEJANDRE,"2,845",1145,96.10%,10043,2960
ALBERTO,"2,844",1146,64.70%,7026,4398
PEGUERO,"2,844",1146,94.80%,9922,3001
TOBIAS,"2,842",1148,21.70%,2526,"13,113"
LONDONO,"2,839",1149,90.40%,9491,3141
VILLAR,"2,838",1150,69.20%,7494,4100
MENDIETA,"2,837",1151,92.20%,9690,3076
REVELES,"2,833",1152,92.30%,9712,3069
TAVARES,"2,832",1153,26.80%,3130,"10,583"
PASTRANA,"2,832",1153,86.10%,9118,3291
BOBADILLA,"2,832",1153,89.30%,9413,3170
LEPE,"2,826",1156,95.00%,9992,2976
ARGUELLES,"2,823",1157,81.20%,8705,3475
VILLEDA,"2,819",1158,96.00%,10107,2936
JACINTO,"2,810",1159,66.10%,7237,4251
ALMENDAREZ,"2,808",1160,91.20%,9682,3078
DIEGO,"2,802",1161,72.50%,7941,3864
CAMPUZANO,"2,796",1162,91.10%,9712,3069
RAEL,"2,795",1163,80.30%,8688,3482
TERRONES,"2,793",1164,91.00%,9708,3070
ERAZO,"2,791",1165,93.30%,9953,2991
MURGUIA,"2,784",1166,93.10%,9957,2990
MORFIN,"2,783",1167,92.50%,9895,3008
COLE,"2,779",1168,1.50%,116,"187,793"
CORDOBA,"2,776",1169,90.70%,9744,3061
HAYES,"2,775",1170,1.50%,117,"187,473"
GALDAMEZ,"2,771",1171,95.00%,10155,2917
CENICEROS,"2,760",1172,94.70%,10167,2913
TREVIZO,"2,750",1173,95.90%,10292,2869
GIBSON,"2,748",1174,1.50%,119,"184,420"
NAVARRETTE,"2,745",1175,86.90%,9442,3159
NOYOLA,"2,739",1176,94.90%,10248,2885
GORDILLO,"2,732",1177,90.90%,9907,3004
CLEMENTE,"2,731",1178,36.60%,4402,"7,453"
CUEVA,"2,728",1179,87.40%,9555,3122
ALCAZAR,"2,727",1180,89.60%,9814,3042
BENITES,"2,727",1180,92.20%,10049,2958
GERMAN,"2,723",1182,18.40%,2260,"14,769"
OSPINA,"2,714",1183,93.10%,10163,2915
NAVAS,"2,712",1184,80.80%,8965,3355
KENNEDY,"2,695",1185,1.60%,130,"171,636"
FORD,"2,694",1186,1.50%,124,"178,397"
GARDEA,"2,690",1187,91.80%,10119,2931
HOYOS,"2,688",1188,91.70%,10121,2930
CANCEL,"2,686",1189,84.00%,9353,3197
GEORGE,"2,683",1190,2.20%,227,"119,778"
QUIJANO,"2,678",1191,72.60%,8260,3689
SIMPSON,"2,674",1192,1.70%,145,"158,241"
SAEZ,"2,669",1193,86.50%,9661,3087
ZAMORANO,"2,667",1194,95.00%,10494,2808
SIMENTAL,"2,665",1195,94.10%,10424,2832
WELLS,"2,662",1196,1.60%,131,"170,635"
FRAGOSO,"2,662",1196,86.00%,9630,3097
GARZON,"2,662",1196,88.70%,9916,3002
HIGUERA,"2,658",1199,84.10%,9442,3159
VICTORIA,"2,654",1200,54.20%,6401,"4,899"
ANDUJAR,"2,646",1201,90.80%,10166,2914
MARRUFO,"2,642",1202,94.50%,10524,2797
VIRGEN,"2,638",1203,94.60%,10557,2788
VILLALTA,"2,635",1204,92.80%,10408,2838
ADORNO,"2,631",1205,83.00%,9410,3171
SEGARRA,"2,631",1205,85.00%,9630,3097
TORIBIO,"2,620",1207,83.10%,9458,3154
JEREZ,"2,619",1208,92.20%,10389,2842
WOODS,"2,617",1209,1.60%,133,"168,814"
MASON,"2,612",1210,1.70%,149,"155,484"
GILL,"2,604",1211,3.80%,430,"68,699"
MAZARIEGOS,"2,604",1211,94.60%,10665,2753
OLEA,"2,603",1213,87.90%,10034,2963
FRAGA,"2,600",1214,66.80%,7888,"3,894"
GRIFFIN,"2,593",1215,1.40%,114,"190,636"
SAINZ,"2,593",1215,83.00%,9546,3124
TUCKER,"2,591",1217,1.60%,139,"162,933"
CARRERO,"2,582",1218,84.60%,9774,3053
VIDALES,"2,582",1218,92.70%,10570,2786
MARCANO,"2,581",1220,79.40%,9232,3249
BURNS,"2,578",1221,1.60%,141,"162,153"
MERCEDES,"2,577",1222,92.50%,10570,2786
LEMOS,"2,572",1223,56.60%,6820,"4,547"
VASQUES,"2,572",1223,88.10%,10142,2920
VILLAGRAN,"2,571",1225,94.20%,10730,2730
FERMIN,"2,567",1226,77.20%,9036,3326
ALMANZAR,"2,566",1227,92.30%,10583,2781
MOLINAR,"2,560",1228,83.60%,9736,3064
CALLE,"2,555",1229,85.10%,9909,3003
MEDEL,"2,547",1230,82.00%,9607,3105
REYNAGA,"2,546",1231,95.60%,10964,2663
FABELA,"2,526",1232,88.80%,10375,2846
ZABALA,"2,520",1233,72.00%,8650,3498
SUSTAITA,"2,520",1233,94.40%,10937,2670
BRYANT,"2,518",1235,1.40%,120,"183,761"
ORTEZ,"2,518",1235,85.10%,10043,2960
ZAZUETA,"2,518",1235,95.20%,11023,2646
GABRIEL,"2,505",1238,11.40%,1482,"22,013"
MARCIAL,"2,503",1239,85.30%,10114,2933
TARIN,"2,501",1240,79.70%,9502,3138
CARD,"2,495",1241,19.90%,2652,"12,532"
MAURICIO,"2,487",1242,71.90%,8754,3457
PORTER,"2,478",1243,1.60%,148,"156,848"
WAGNER,"2,472",1244,1.60%,152,"154,516"
DANIELS,"2,470",1245,1.80%,180,"138,776"
LLANES,"2,470",1245,76.40%,9272,3231
VALLEJOS,"2,467",1247,82.20%,9922,3001
SOLTERO,"2,466",1248,92.60%,10969,2662
MATAMOROS,"2,466",1248,93.30%,11035,2643
PLASENCIA,"2,464",1250,92.10%,10920,2674
DIXON,"2,463",1251,1.60%,156,"152,015"
ARCINIEGA,"2,458",1252,93.40%,11080,2632
STONE,"2,457",1253,1.60%,162,"149,802"
MAREZ,"2,446",1254,88.20%,10606,2773
RONQUILLO,"2,442",1255,67.80%,8426,3602
LUERA,"2,442",1255,91.00%,10888,2683
LANDIN,"2,441",1257,64.70%,8103,"3,770"
CASIAS,"2,440",1258,85.20%,10307,2865
LOBATO,"2,437",1259,77.80%,9520,3132
FERGUSON,"2,433",1260,1.70%,173,"142,256"
FARFAN,"2,433",1260,89.00%,10719,2734
MANCHA,"2,432",1262,87.40%,10578,2783
COBIAN,"2,429",1263,92.90%,11126,2616
GRANT,"2,426",1264,1.80%,192,"134,034"
FREEMAN,"2,424",1265,1.50%,140,"162,686"
JIMINEZ,"2,421",1266,85.00%,10363,2848
REA,"2,419",1267,17.60%,2423,"13,708"
CORTINAS,"2,417",1268,91.10%,11000,2652
SANTIBANEZ,"2,417",1268,95.50%,11416,2532
POMPA,"2,401",1270,67.90%,8571,"3,537"
NICHOLS,"2,399",1271,1.70%,174,"141,936"
ALAS,"2,398",1272,89.00%,10863,2693
BALBUENA,"2,397",1273,87.70%,10722,2733
VILLAVICENCIO,"2,394",1274,85.80%,10543,2791
RUBALCABA,"2,393",1275,92.50%,11227,2588
GAMA,"2,389",1276,77.10%,9630,3097
ARCOS,"2,385",1277,94.10%,11405,2534
OWENS,"2,381",1278,1.40%,126,"176,334"
HUNTER,"2,378",1279,1.50%,153,"154,410"
ROBERTSON,"2,375",1280,1.60%,159,"150,299"
RICHARDS,"2,375",1280,1.90%,215,"125,653"
LLANOS,"2,373",1282,84.60%,10501,2806
GILBERT,"2,372",1283,2.10%,243,"112,406"
GABALDON,"2,369",1284,83.70%,10424,2832
WASHINGTON,"2,364",1285,1.40%,138,"163,036"
CALIXTO,"2,362",1286,91.60%,11255,2579
BEDOYA,"2,358",1287,91.20%,11239,2585
HUNT,"2,356",1288,1.60%,157,"151,986"
SPENCER,"2,353",1289,1.80%,189,"134,443"
ALCOCER,"2,350",1290,91.50%,11295,2567
ARCEO,"2,349",1291,76.60%,9716,3068
ARECHIGA,"2,346",1292,92.70%,11423,2531
VILLELA,"2,345",1293,88.80%,11042,2641
OLIVEROS,"2,344",1294,78.60%,9984,2981
PEREYRA,"2,343",1295,85.80%,10725,2731
MANRIQUE,"2,343",1295,86.00%,10753,2723
CASTILLEJA,"2,340",1297,92.90%,11469,2519
DAVID,"2,331",1298,6.00%,818,"38,659"
BARRERAS,"2,328",1299,84.20%,10629,2766
BAILON,"2,328",1299,87.70%,10986,2656
LICEA,"2,328",1299,95.40%,11758,2441
MANUEL,"2,326",1302,9.60%,1337,"24,227"
PETERS,"2,322",1303,1.70%,190,"134,231"
MEYER,"2,320",1304,1.60%,163,"149,664"
VALTIERRA,"2,320",1304,94.50%,11709,2454
TAFOLLA,"2,319",1306,91.20%,11375,2542
RETANA,"2,319",1306,95.00%,11753,2442
BARCIA,"2,313",1308,72.50%,9370,3190
SOLARES,"2,308",1309,90.40%,11344,2554
CABRALES,"2,306",1310,89.90%,11307,2564
WEBB,"2,305",1311,1.40%,137,"163,481"
ROMANO,"2,304",1312,8.40%,1171,"27,401"
JOSE,"2,301",1313,31.10%,4435,"7,389"
JUAN,"2,301",1313,47.80%,6507,4811
CHICAS,"2,300",1315,94.50%,11794,2433
BLACK,"2,298",1316,1.50%,160,"150,186"
SHAW,"2,297",1317,1.50%,150,"155,172"
PINEIRO,"2,297",1317,83.70%,10689,2743
ESPANA,"2,296",1319,91.80%,11530,2501
JIMENES,"2,295",1320,97.20%,12112,2361
CRAWFORD,"2,293",1321,1.50%,146,"158,121"
SAMORA,"2,293",1321,80.70%,10400,2840
ARMSTRONG,"2,288",1323,1.80%,204,"129,982"
VALENTINE,"2,287",1324,6.10%,834,"37,669"
MONTEJANO,"2,287",1324,94.80%,11884,2412
SCHMIDT,"2,285",1326,1.60%,171,"145,565"
DELACERDA,"2,284",1327,85.60%,10946,2668
HORTA,"2,273",1328,80.70%,10460,2817
VERAS,"2,273",1328,88.70%,11317,2562
FOX,"2,269",1330,1.50%,167,"147,357"
PAYNE,"2,264",1331,1.60%,183,"138,028"
STEPHENS,"2,261",1332,1.60%,181,"138,742"
SALAMANCA,"2,259",1333,83.50%,10821,2704
RYAN,"2,257",1334,1.60%,177,"139,335"
OLSON,"2,256",1335,1.40%,136,"163,502"
DELCASTILLO,"2,253",1336,71.80%,9502,3138
HOLMES,"2,252",1337,1.50%,161,"150,166"
HART,"2,252",1337,1.70%,196,"132,466"
PASTOR,"2,249",1339,36.20%,5171,"6,214"
MILLS,"2,248",1340,1.50%,165,"147,909"
BECERRIL,"2,246",1341,95.20%,12122,2360
JOHNSTON,"2,243",1342,1.70%,207,"128,935"
PIERCE,"2,239",1343,1.60%,186,"136,517"
AVILEZ,"2,232",1344,90.10%,11626,2477
MONARREZ,"2,230",1345,96.20%,12305,2317
CENDEJAS,"2,228",1346,96.30%,12324,2314
RICE,"2,226",1347,1.50%,169,"146,440"
MERCED,"2,226",1347,83.90%,10998,2653
RECIO,"2,220",1349,81.80%,10787,2715
ABAD,"2,219",1350,46.30%,6523,4795
TRIANA,"2,212",1351,78.70%,10473,2812
ALAMO,"2,211",1352,83.90%,11060,2636
ANCHONDO,"2,208",1353,93.20%,12088,2368
ULIBARRI,"2,207",1354,75.50%,10135,2924
URIARTE,"2,192",1355,81.20%,10843,2698
LUA,"2,186",1356,87.50%,11547,2497
HICKS,"2,181",1357,1.40%,155,"153,618"
BORJAS,"2,178",1358,90.80%,11943,2400
WARREN,"2,174",1359,1.50%,166,"147,906"
PARAMO,"2,174",1359,94.20%,12347,2308
VERDIN,"2,168",1361,51.70%,7323,"4,191"
BRAMBILA,"2,166",1362,96.10%,12602,2254
DUNCAN,"2,165",1363,1.70%,203,"130,419"
ECHAVARRIA,"2,164",1364,92.80%,12244,2332
HANSEN,"2,162",1365,1.60%,193,"133,474"
OBANDO,"2,159",1366,90.00%,11943,2400
MASCORRO,"2,158",1367,90.10%,11958,2396
ANDRES,"2,156",1368,21.50%,3273,"10,034"
CUNNINGHAM,"2,150",1369,1.60%,198,"131,896"
RILEY,"2,150",1369,1.70%,210,"127,960"
SAVALA,"2,150",1369,79.50%,10811,2706
KNIGHT,"2,149",1372,1.60%,199,"131,860"
MONTIJO,"2,147",1373,87.00%,11648,2468
GONSALES,"2,146",1374,89.20%,11910,2407
QUINTEROS,"2,143",1375,93.70%,12456,2286
RESTO,"2,140",1376,87.00%,11684,2460
RAY,"2,138",1377,1.70%,208,"128,794"
MORONES,"2,138",1377,90.10%,12064,2373
CUETO,"2,137",1379,76.90%,10588,2779
ASENCIO,"2,137",1379,89.60%,12015,2386
TABARES,"2,136",1381,89.00%,11937,2401
ANDREWS,"2,134",1382,1.70%,206,"129,320"
PERA,"2,134",1382,61.70%,8741,"3,461"
UGARTE,"2,134",1382,88.40%,11869,2415
ARNOLD,"2,127",1385,1.60%,187,"136,315"
TENA,"2,125",1386,89.00%,12009,2387
MARIA,"2,124",1387,54.70%,7915,"3,880"
ZAPIEN,"2,121",1388,94.40%,12638,2247
UGALDE,"2,119",1389,81.70%,11212,2593
HAWKINS,"2,118",1390,1.60%,191,"134,066"
MARTELL,"2,114",1391,22.10%,3424,"9,568"
DEPAZ,"2,112",1392,91.40%,12334,2311
NUNES,"2,109",1393,19.00%,2993,"11,081"
GUARDIOLA,"2,108",1394,91.70%,12393,2298
LOMAS,"2,104",1395,50.30%,7336,"4,183"
VILLAGRANA,"2,103",1396,95.90%,12865,2193
MANJARREZ,"2,101",1397,93.80%,12657,2241
DUNN,"2,095",1398,1.50%,185,"136,955"
LIRIANO,"2,092",1399,95.30%,12851,2195
MORILLO,"2,089",1400,84.20%,11601,2482
SAMANO,"2,089",1400,90.20%,12317,2315
SEDA,"2,088",1402,77.80%,10887,2684
QUIROS,"2,085",1403,85.80%,11807,2430
SAHAGUN,"2,084",1404,80.20%,11188,2600
LICON,"2,082",1405,87.40%,12032,2382
BERRY,"2,070",1406,1.60%,205,"129,405"
GAUNA,"2,070",1406,86.00%,11903,2408
PERKINS,"2,069",1408,1.60%,212,"126,951"
BOYD,"2,063",1409,1.40%,164,"149,476"
AUSTIN,"2,060",1410,1.80%,241,"113,160"
BERNARD,"2,054",1411,5.60%,864,"36,546"
AROCHO,"2,054",1411,91.90%,12686,2236
LAWRENCE,"2,051",1413,1.60%,219,"124,321"
CHANG,"2,051",1413,2.90%,424,"69,756"
VILLAFUERTE,"2,050",1415,83.20%,11667,2464
BRADLEY,"2,048",1416,1.60%,200,"131,289"
MAY,"2,045",1417,2.00%,270,"101,726"
VIEYRA,"2,044",1418,90.60%,12590,2257
CALLEJAS,"2,043",1419,93.70%,12919,2181
SNYDER,"2,040",1420,1.30%,144,"159,363"
MOSQUERA,"2,039",1421,85.80%,12052,2376
GARDNER,"2,038",1422,1.50%,182,"138,660"
CEVALLOS,"2,038",1422,91.80%,12757,2220
LARES,"2,034",1424,84.30%,11879,2413
TAVERA,"2,034",1424,87.50%,12273,2325
ESCUDERO,"2,031",1426,80.80%,11484,2515
ALDACO,"2,025",1427,93.60%,12986,2164
BERNABE,"2,023",1428,65.20%,9614,3103
GONGORA,"2,022",1429,86.40%,12206,2340
NAJAR,"2,021",1430,76.40%,11026,2645
MIJARES,"2,016",1431,78.80%,11327,2560
SAMAYOA,"2,012",1432,91.70%,12858,2194
BASURTO,"2,012",1432,93.20%,13019,2159
VIZCAINO,"2,009",1434,93.10%,13031,2157
REBOLLAR,"2,007",1435,96.80%,13463,2074
OLAGUE,"2,002",1436,89.50%,12677,2238
DEHERRERA,"2,001",1437,80.30%,11570,2492
CASTELAN,"1,998",1438,96.30%,13459,2075
PESINA,"1,997",1439,89.60%,12721,2229
GUIZAR,"1,995",1440,93.10%,13085,2144
ROCA,"1,991",1441,69.40%,10294,2868
CUADRA,"1,989",1442,87.60%,12520,2270
DEAN,"1,988",1443,1.80%,250,"109,230"
JACOBS,"1,987",1444,1.70%,233,"115,540"
MALAGON,"1,986",1445,95.10%,13372,2089
LANE,"1,982",1446,1.50%,209,"128,727"
DOUGLAS,"1,977",1447,2.10%,286,"96,425"
MOCTEZUMA,"1,974",1448,95.20%,13466,2073
ARIZA,"1,973",1449,89.50%,12811,2205
GENAO,"1,970",1450,91.50%,13045,2154
CHAPMAN,"1,969",1451,1.60%,218,"124,614"
CARROLL,"1,965",1452,1.50%,201,"131,020"
FRANKLIN,"1,964",1453,1.70%,236,"114,859"
ROCHE,"1,962",1454,11.00%,1845,"17,905"
GAETA,"1,961",1455,48.50%,7587,"4,041"
VELAZCO,"1,961",1455,92.90%,13249,2112
WHEELER,"1,959",1457,1.60%,223,"121,684"
CANELA,"1,958",1458,89.40%,12883,2190
BUCIO,"1,958",1458,96.50%,13707,2029
WEAVER,"1,957",1460,1.40%,179,"138,811"
TOMAS,"1,955",1461,39.90%,6406,"4,894"
FRANCIS,"1,951",1462,2.70%,406,"71,723"
LEZAMA,"1,950",1463,84.20%,12305,2317
HUDSON,"1,949",1464,1.50%,202,"130,793"
MAYO,"1,944",1465,5.90%,965,"33,126"
PALOS,"1,934",1466,80.50%,11935,2402
CHINCHILLA,"1,932",1467,92.30%,13347,2094
BARGAS,"1,930",1468,76.70%,11476,2517
AGUILLON,"1,928",1469,91.00%,13220,2118
LOAIZA,"1,928",1469,92.90%,13451,2076
TRONCOSO,"1,926",1471,88.30%,12919,2181
ARIZMENDI,"1,926",1471,93.20%,13496,2066
SINGH,"1,925",1473,2.60%,396,"72,642"
LYNCH,"1,923",1474,1.70%,237,"114,448"
BORUNDA,"1,923",1474,91.80%,13347,2094
ELLIOTT,"1,921",1476,1.50%,197,"132,457"
VENCES,"1,919",1477,97.40%,14038,1970
PINZON,"1,918",1478,84.50%,12511,2271
MATTHEWS,"1,910",1479,1.50%,217,"124,839"
PANDO,"1,907",1480,80.00%,12022,2384
MANCILLAS,"1,907",1480,93.00%,13584,2050
DELAVEGA,"1,901",1482,71.60%,10990,2655
KELLEY,"1,898",1483,1.40%,184,"137,555"
HOFFMAN,"1,897",1484,1.40%,195,"132,645"
JOSEPH,"1,897",1484,2.40%,356,"80,030"
MERIDA,"1,890",1486,70.00%,10831,2701
MIRABAL,"1,890",1486,81.70%,12330,2312
BARILLAS,"1,890",1486,93.50%,13742,2022
CABEZAS,"1,888",1489,88.90%,13187,2124
CHAN,"1,886",1490,2.90%,459,"65,719"
GODINA,"1,883",1491,83.30%,12566,2261
ALVIDREZ,"1,883",1491,92.80%,13702,2030
FIERROS,"1,882",1493,94.80%,13943,1985
SALOMON,"1,877",1494,35.10%,5929,"5,345"
LAINEZ,"1,877",1494,93.00%,13766,2018
ESCARENO,"1,875",1496,93.10%,13791,2013
DIEZ,"1,873",1497,63.40%,10066,2953
COSTILLA,"1,873",1497,92.50%,13731,2024
WILLIS,"1,872",1499,1.50%,216,"125,627"
BURKE,"1,871",1500,1.60%,229,"119,175"
DORANTES,"1,871",1500,95.30%,14069,1964
VALERA,"1,870",1502,64.60%,10226,2893
VITAL,"1,868",1503,50.80%,8294,3674
CORPUS,"1,863",1504,59.10%,9472,3150
MANCIA,"1,861",1505,81.20%,12426,2291
CARR,"1,856",1506,1.60%,239,"113,892"
JENSEN,"1,853",1507,1.60%,244,"112,332"
SEBASTIAN,"1,853",1507,17.00%,3055,"10,878"
NATAL,"1,853",1507,82.10%,12590,2257
VARA,"1,845",1510,68.40%,10843,2698
VILLAFANE,"1,845",1510,89.90%,13573,2052
PAVON,"1,844",1512,81.30%,12524,2269
DELAPENA,"1,843",1513,59.60%,9641,3094
COHEN,"1,840",1514,2.10%,320,"87,226"
LIMAS,"1,834",1515,88.60%,13473,2071
GERENA,"1,832",1516,84.80%,13012,2160
IRAHETA,"1,832",1516,95.30%,14292,1922
RONDON,"1,831",1518,85.70%,13125,2136
GALEANO,"1,829",1519,86.10%,13181,2125
BARRIENTES,"1,826",1520,94.00%,14187,1942
REINA,"1,824",1521,54.40%,8959,"3,356"
DURAZO,"1,824",1521,91.20%,13852,2001
MURRIETA,"1,824",1521,92.60%,14038,1970
GRANDE,"1,823",1524,27.70%,4913,"6,572"
CARPENTER,"1,817",1525,1.40%,211,"127,073"
BRACAMONTE,"1,815",1526,84.90%,13112,2138
WALTERS,"1,814",1527,1.70%,262,"104,281"
MARCOS,"1,814",1527,55.60%,9192,3263
GAXIOLA,"1,811",1529,91.40%,13971,1982
REID,"1,810",1530,1.70%,263,"104,007"
MARRON,"1,806",1531,39.60%,6811,"4,558"
BENCOMO,"1,805",1532,90.20%,13852,2001
MCCOY,"1,800",1533,1.70%,258,"106,481"
NGUYEN,"1,799",1534,0.60%,57,"310,125"
UMANZOR,"1,799",1534,96.20%,14590,1871
HARPER,"1,798",1536,1.50%,226,"119,868"
HOWELL,"1,798",1536,1.60%,249,"109,634"
CANCINO,"1,795",1538,88.60%,13717,2027
VIVAR,"1,795",1538,89.10%,13780,2015
PERALEZ,"1,793",1540,93.50%,14325,1918
MILIAN,"1,792",1541,82.70%,12967,2168
MENDES,"1,790",1542,22.30%,4077,"8,034"
MASCARENAS,"1,790",1542,78.30%,12450,2287
MATUTE,"1,788",1544,87.90%,13674,2035
SEDANO,"1,777",1545,92.30%,14278,1925
COREAS,"1,775",1546,94.80%,14581,1872
URIOSTEGUI,"1,773",1547,97.70%,14943,1815
HARVEY,"1,772",1548,1.60%,247,"112,136"
PICAZO,"1,771",1549,91.50%,14219,1936
MORRISON,"1,769",1550,1.50%,231,"117,939"
ESTEBAN,"1,767",1551,57.10%,9646,3092
VILLAFANA,"1,767",1551,89.30%,13994,1978
BLAS,"1,765",1553,59.10%,9973,2985
VILA,"1,765",1553,70.60%,11538,2499
MELARA,"1,765",1553,87.40%,13755,2020
ANZALDUA,"1,759",1556,88.70%,13971,1982
LAMBERT,"1,758",1557,1.90%,303,"90,618"
SANTISTEVAN,"1,758",1557,81.50%,13036,2156
URBANO,"1,757",1559,56.30%,9563,3119
ONOFRE,"1,757",1559,92.10%,14391,1907
OBRIEN,"1,754",1561,1.50%,234,"115,385"
BUGARIN,"1,749",1562,76.10%,12393,2298
MEDEROS,"1,748",1563,81.70%,13104,2140
BISHOP,"1,745",1564,1.50%,238,"114,034"
BANEGAS,"1,744",1565,87.80%,13931,1986
TROCHE,"1,741",1566,82.60%,13282,2107
BOLIVAR,"1,740",1567,75.60%,12377,2302
CRESPIN,"1,738",1568,76.60%,12533,2268
ZUBIA,"1,738",1568,91.30%,14404,1904
AGUDELO,"1,736",1570,92.10%,14503,1884
PEREDA,"1,735",1571,83.10%,13386,2087
ASTUDILLO,"1,734",1572,89.90%,14259,1929
GUIDO,"1,733",1573,27.50%,5107,"6,302"
PRUNEDA,"1,733",1573,93.10%,14646,1862
MENDIVIL,"1,729",1575,89.40%,14243,1933
BUITRON,"1,726",1576,90.90%,14422,1899
WELCH,"1,725",1577,1.60%,259,"105,804"
NAPOLES,"1,724",1578,86.80%,13931,1986
DEALBA,"1,724",1578,88.00%,14096,1959
LAZCANO,"1,722",1580,93.70%,14813,1837
COREA,"1,719",1581,71.50%,11928,2404
MONTGOMERY,"1,716",1582,1.50%,246,"112,144"
MATTA,"1,716",1582,40.70%,7281,"4,221"
JARQUIN,"1,716",1582,94.00%,14877,1825
BURTON,"1,715",1585,1.60%,255,"107,158"
ZAMARRON,"1,715",1585,92.80%,14737,1848
CID,"1,711",1587,84.30%,13707,2029
SOZA,"1,706",1588,82.40%,13473,2071
BRACAMONTES,"1,706",1588,94.10%,14958,1813
OLIVERAS,"1,704",1590,88.60%,14288,1923
OLMEDA,"1,701",1591,91.70%,14693,1855
CUENCA,"1,700",1592,75.50%,12616,2251
RABAGO,"1,698",1593,72.90%,12252,2330
GARICA,"1,698",1593,88.00%,14259,1929
MOREJON,"1,698",1593,90.20%,14521,1882
FERNANDES,"1,697",1596,11.80%,2305,"14,385"
SANJUAN,"1,697",1596,60.30%,10473,2812
MESTAS,"1,692",1598,78.10%,12976,2166
OSEGUERA,"1,689",1599,95.00%,15207,1777
NEWMAN,"1,688",1600,1.70%,273,"100,491"
DELROSARIO,"1,688",1600,27.50%,5219,6147
BLANCAS,"1,688",1600,92.60%,14898,1822
MUJICA,"1,687",1603,90.60%,14641,1863
ATILANO,"1,687",1603,91.90%,14823,1835
PABLO,"1,681",1605,42.90%,7845,3914
CALLES,"1,681",1605,84.70%,13957,1984
ALBINO,"1,680",1607,61.20%,10686,2745
LACAYO,"1,680",1607,86.70%,14212,1937
DOMINQUEZ,"1,677",1609,90.80%,14755,1846
CALERO,"1,673",1610,89.50%,14604,1869
ROSALEZ,"1,669",1611,89.20%,14581,1872
JIRON,"1,668",1612,76.30%,12897,2187
TINEO,"1,667",1613,91.00%,14841,1832
LANTIGUA,"1,666",1614,93.00%,15099,1792
ARISPE,"1,664",1615,88.40%,14514,1883
SILVERIO,"1,661",1616,64.40%,11257,2578
PALENCIA,"1,659",1617,85.20%,14154,1948
